First Level Product Category,Second Level Product Category,Series,External Model,Internal Model,Description,Part No.
others,others,IP Camera for Distributors,DH-IPC-HFW3849T1P-ZAS-PV-27135-B,DH-IPC-HFW3849T1P-ZAS-PV-27135,"8-MP 1/2.8"" CMOS image sensor, low luminance, and high definition image.
Outputs max. 8 MP (3840 ¡Á 2160)@25/30 fps.
H.265 codec, high compression rate, ultra-low bit rate.
Built-in warm light and IR LED; the max. IR illumination distance is 50 m and max. warm light distance is 40 m.
ROI, SMART H.264 +/H.265+, AI H.264/H.265, flexible coding, applicable to various bandwidth and storage environments.
Rotation mode, WDR, 3D NR, HLC, BLC, digital watermarking, applicable to various monitoring scenes.
Intelligent monitoring: Intrusion, tripwire (the two functions support the classification and accurate detection of vehicle and human).
Abnormality detection: Motion detection, video tampering, scene changing, audio detection, no SD card, SD card full, SD card error, network disconnection, IP conflict, illegal access, and voltage detection.
Alarm: 1 in, 1 out; audio: 1 in, 1 out; supports max. 256 G Micro SD card; buit-in dual MICs; 1-ch speaker.
12 VDC/PoE power supply, easy for installation.
IP67 protection. 
Sound and light alarm (red and blue lights).
SMD 3.0.
One-click arming/disarming through alarm input.",1.0.01.04.37715-0004
others,others,IP Camera for Distributors,DH-IPC-HDBW3849R1P-ZAS-PV-27135-B,DH-IPC-HDBW3849R1P-ZAS-PV-27135,"8-MP 1/2.8"" CMOS image sensor, low luminance, and high definition image.
Outputs max. 8 MP (3840 ¡Á 2160)@25/30 fps.
H.265 codec, high compression rate, ultra-low bit rate.
Built-in warm light and IR LED; the max. IR illumination distance is 50 m and warm light distance is 40 m.
ROI, SMART H.264 +/H.265+, AI H.264/H.265, flexible coding, applicable to various bandwidth and storage environments.
Rotation mode, WDR, 3D NR, HLC, BLC, digital watermarking, applicable to various monitoring scenes.
Intelligent monitoring: Intrusion, tripwire (the two functions support the classification and accurate detection of vehicle and human).
Abnormality detection: Motion detection, video tampering, scene changing, audio detection, no SD card, SD card full, SD card error, network disconnection, IP conflict, illegal access, and voltage detection.
Alarm: 1 in, 1 out; audio: 1 in, 1 out; supports max. 256 G Micro SD card; built in MIC.
12 VDC/PoE power supply, easy for installation.
IP67,IK10 protection.
Sound and light alarm (red and blue lights).
SMD 4.0.
One-click arming/disarming through alarm input.",1.0.01.04.37835-0005
others,others,IP Camera for Distributors,DH-IPC-HDW3849H-ZAS-PV,DH-IPC-HDW3849HP-ZAS-PV-27135,"8-MP 1/2.8"" CMOS image sensor, low luminance, and high definition image.
Outputs max. 8 MP (3840 ¡Á 2160)@25/30 fps.
H.265 codec, high compression rate, ultra-low bit rate.
Built-in warm light and IR LED; the max. IR illumination distance is 50 m and warm light distance is 40 m.
ROI, SMART H.264+/H.265+, AI H.264/H.265, flexible coding, applicable to various bandwidth and storage environments.
Rotation mode, WDR, 3D NR, HLC, BLC, digital watermarking, applicable to various monitoring scenes.
Intelligent monitoring: Intrusion, tripwire (the two function support the classification and accurate detection of vehicle and human).
Abnormality detection: Motion detection, privacy masking, scene changing, audio detection, no SD card, SD card full, SD card error, network disconnection, IP conflict, illegal access, and voltage detection.
Alarm: 1 in, 1 out; audio: 1 in, 1 out; supports max. 256 G Micro SD card; built-in dual Mic; built-in speaker; support two-way talk.
12 VDC/PoE power supply.
IP67 protection.
Sound and light alarm (red and blue lights).
SMD 4.0
One-tap arming/disarming through alarm input",1.0.01.04.41255
others,others,IP Camera for Distributors,DH-IPC-HDW3849H-ZAS-PV,DH-IPC-HDW3849HP-ZAS-PV-27135,"8-MP 1/2.8"" CMOS image sensor, low luminance, and high definition image.
Outputs max. 8 MP (3840 ¡Á 2160)@25/30 fps.
H.265 codec, high compression rate, ultra-low bit rate.
Built-in warm light and IR LED; the max. IR illumination distance is 50 m and warm light distance is 40 m.
ROI, SMART H.264+/H.265+, AI H.264/H.265, flexible coding, applicable to various bandwidth and storage environments.
Rotation mode, WDR, 3D NR, HLC, BLC, digital watermarking, applicable to various monitoring scenes.
Intelligent monitoring: Intrusion, tripwire (the two function support the classification and accurate detection of vehicle and human).
Abnormality detection: Motion detection, privacy masking, scene changing, audio detection, no SD card, SD card full, SD card error, network disconnection, IP conflict, illegal access, and voltage detection.
Alarm: 1 in, 1 out; audio: 1 in, 1 out; supports max. 256 G Micro SD card; built-in dual Mic; built-in speaker; support two-way talk.
12 VDC/PoE power supply.
IP67 protection.
Sound and light alarm (red and blue lights).
SMD 4.0
One-tap arming/disarming through alarm input",1.0.01.04.41255-9002
others,others,IP Camera for Distributors,DH-IPC-HDW3849H-ZAS-PV-Black,DH-IPC-HDW3849HP-ZAS-PV-27135-S5,"8-MP 1/2.8"" CMOS image sensor, low luminance, and high definition image.
Outputs max. 8 MP (3840 ¡Á 2160 )@25/30 fps.
H.265 codec, high compression rate, ultra-low bit rate.
Built-in warm light and IR LED; the max. IR illumination distance is 50 m and warm light distance is 40 m.
ROI, SMART H.264+/H.265+, AI?H.264/H.265, flexible coding, applicable to various bandwidth and storage environments.
Rotation mode, WDR, 3D NR, HLC, BLC, digital watermarking, applicable to various monitoring scenes.
Intelligent monitoring: Intrusion, tripwire (the two functions support the classification and accurate detection of vehicle and human), stay detection, loitering detection; face detection (full image).
Abnormality detection: Motion detection, privacy masking, scene changing, audio detection, no SD card, SD card full, SD card error, network disconnection, IP conflict, illegal access, and voltage detection.
Alarm: 1 in, 1 out; audio: 1 in, 1 out; supports max. 512 G Micro SD card; built-in dual Mic; 1-ch speaker; support two-way talk.
12 VDC/PoE power supply.
IP67 protection.
Sound and light alarm (red and blue lights).
SMD 4.0.
Supports AI SSA and one-tap arming and disarming.
SMD area can be set in warm light areas that support triggering alarms.",1.0.01.04.42350-0001
others,others,IP Camera for Distributors,DH-IPC-HDW3849H-AS-PV-PRO-Black,DH-IPC-HDW3849HP-AS-PV-0280B-PRO,"8-MP 1/1.8"" CMOS image sensor, low luminance, and high definition image.
Outputs max. 8 MP (3840 ¡Á2160)@25/30 fps.
H.265 codec, high compression rate, ultra-low bit rate.
Built-in multi-core light, the max. IR distance is 30 m and the max. warm light distance is 30 m.
ROI, SMART H.264+/H.265+, AI H.264/H.265, flexible coding, applicable to various bandwidth and storage environments.
Rotation mode, WDR, 3D NR, HLC, BLC, digital watermarking, applicable to various monitoring scenes.
Intelligent monitoring: Intrusion, tripwire (the two function support the classification and accurate detection of vehicle and human),  stay detection, loitering detection; face detection (full image).
Abnormality detection: Motion detection, privacy masking, scene changing, audio detection, no SD card, SD card full, SD card error, network disconnection, IP conflict, illegal access, and voltage detection.
Alarm: 1 in, 1 out; audio: 1 in, 1 out; supports max. 512 G Micro SD card; built-in dual Mic; 1-ch speaker; support two-way talk.
12 VDC/PoE power supply.
IP67 protection.
Sound and light alarm (red and blue lights).
SMD 4.0.
Supports AI SSA and one-tap arming and disarming.
SMD area can be set in warm light areas that support triggering alarms.",1.0.01.04.43427-0002
others,others,Access Control,DHI-ASR1201D,DHI-ASR1201D,"Support RS485, Wiegand34 protocol(Wiegand 26 optional) 
13.56MHz(Mifare)
Red and Blue LEDs 
Watch dog function ensure device free from halting
Water-proof(Outdoor use) 
Surface/Flush mounted installation",1.0.01.25.10334
others,others,Access Control,DHI-ASR2201D-B,DHI-ASR2201D-B,"¡¤ Wiegand34(26 optional) bits RS-485 protocol 
¡¤ Support OSDP
¡¤ 13.56MHz(Mifare) 
¡¤ Water-proof design
¡¤ Red, blue and green  indicator LEDs 
¡¤ Surface mounted installation",1.0.01.25.10534
others,others,Access Control,DHI-ASR2201D-BD,DHI-ASR2201D-BD,"¡¤ Wiegand34(26 optional) bits RS-485 protocol 
¡¤ Support OSDP;
¡¤ 125KHz(EM-ID)
¡¤ Water-proof design 
¡¤ Red, blue and green  indicator LEDs 
¡¤ Surface mounted installation",1.0.01.25.10537
others,others,Access Control,DHI-ASA1222E-S,DHI-ASA1222E-S,"¡¤ TCP/IP based
¡¤ External electronic bell
. 2.4 inches TFT colorful screen
¡¤ Extremely speed verification
¡¤ Multiple verification methods (FP/PWD, only FP, only PWD )
¡¤ USB flash upgrade firmware
. Generate Smart Time Attendance reports in standalone
¡¤ 6 kinds of attendance events
¡¤ Daylight saving time
¡¤ T9 text input
¡¤ two user roles: administrator and normal user
¡¤ Administrator operation record display
¡¤ All users allowed to query his attendance records",1.0.01.25.10664
others,others,Access Control,DHI-ASA1222G,DHI-ASA1222G,". 2600mAh back up  lithium battery
. Lite access control
. 2000 fingerprint
. 1000 IC card
. TCP/IP based",1.0.01.25.10712
others,others,IP Camera for Industries,DH-IPC-HFW5242EP-ZE-MF,DH-IPC-HFW5242EP-ZE-MF-2712,"¡¤ 1/1.8¡± 2Megapixel progressive scan CMOS
¡¤ ROI, SMART H.264+/H.265+£¬AI H.264/H.265, flexible coding, applicable to various bandwidth and storage environments
¡¤ 50/60 fps@1080P (1920 ¡Á 1080)
¡¤ WDR (140 dB), Day/Night (ICR), 3D DNR, AWB, AGC, BLC
¡¤ Multiple network monitoring: Web viewer, CMS (DSS/PSS) & DMSS
¡¤ 2.7 mm¨C12.0 mm motorized lens
¡¤ 2/1 Alarm in/out, 1/1 audio in/out
¡¤ Max. IR LEDs Length 50 m
¡¤ Micro SD memory, IP67, IK10
¡¤ SMD 3.0",1.0.01.04.32001
others,others,IP Camera for Industries,DH-IPC-HFW5241TP-AS-PV,DH-IPC-HFW5241TP-AS-PV-0280B,"2-MP 1/2.8"" CMOS image sensor, low luminance, and high definition image.
Outputs max. 2 MP (1920 ¡Á 1080)@30 fps.
H.265 codec, high compression rate, ultra-low bit rate.
Built-in IR LED, and the max. illumination distance is 30 m.
ROI, SMART H.264 +/H.265+, AI H.264/H.265, flexible coding, applicable to various bandwidth and storage environments.
Rotation mode, WDR, 3D NR, HLC, BLC, digital watermarking, applicable to various monitoring scenes.
Intelligent monitoring: Intrusion, tripwire, fast moving (the three functions support the classification and accurate detection of vehicle and human); abandoned object, missing object, loitering detection, people gathering, parking detection and heat map.
Abnormality detection: Motion detection, video tampering, scene changing, audio detection, no SD card, SD card full, SD card error, network disconnection, IP conflict, illegal access, and voltage detection.
Sound and light alarm linkage. When the alarm is triggered, the sound and light will be linked. 
Alarm: 1 in, 1 out; audio: 1 in, 1 out; supports max. 256 G Micro SD card£¬built in speaker.
12 VDC/PoE power supply, easy for installation.
IP67 and IK10 protection.
SMD 3.0.",1.0.01.04.29703
others,others,IP Camera for Industries,DH-IPC-MFW5241T2-E3-ASE,DH-IPC-MFW5241T2P-E3-ASE-0360/1200/2500B,"3 ¡Á 2MP 1/2.8"" CMOS image sensor, low luminance, and high definition image.
Outputs max. 2 MP (1920 ¡Á 1080)@25 fps through channel1-3.  
H.265 codec, high compression rate, ultra-low bit rate.
Built-in 8 IR LEDs£¬ and the max. illumination distance is up to 120 m.  
Powered by Large-Scale AI Models-Vision, the camera detects people and vehicles up to 140 meters away in the daytime.
WDR, 3D NR, HLC, BLC, digital watermarking, applicable to various monitoring scenes.
With deep learning algorithm, it supports Perimeter Protection, including Intrusion and tripwire (the two functions support the classification and accurate detection of vehicle and human).
Abnormality detection: Motion detection, video tampering, scene changing, audio detection, no SD card, SD card full, SD card error, network disconnection, IP conflict, illegal access, and voltage detection.
Alarm: 2 in, 2 out; audio: 1 in, 1 out; supports max. 1TB Micro SD card; built-in dual Mic and speaker, supports two-way talk. 
ePoE.
IP67 and IK10 protection.",1.0.01.04.43800-9001
others,others,IP Camera for Industries,DH-IPC-MFW5241T2-E3-ASE-Black,DH-IPC-MFW5241T2P-E3-ASE-0360/1200/2500B-Black,"3 ¡Á 2MP 1/2.8"" CMOS image sensor, low luminance, and high definition image.
Outputs max. 2 MP (1920 ¡Á 1080)@25 fps through channel1-3.  
H.265 codec, high compression rate, ultra-low bit rate.
Built-in 8 IR LEDs£¬ and the max. illumination distance is up to 120 m.  
Powered by Large-Scale AI Models-Vision, the camera detects people and vehicles up to 140 meters away in the daytime.
WDR, 3D NR, HLC, BLC, digital watermarking, applicable to various monitoring scenes.
With deep learning algorithm, it supports Perimeter Protection, including Intrusion and tripwire (the two functions support the classification and accurate detection of vehicle and human).
Abnormality detection: Motion detection, video tampering, scene changing, audio detection, no SD card, SD card full, SD card error, network disconnection, IP conflict, illegal access, and voltage detection.
Alarm: 2 in, 2 out; audio: 1 in, 1 out; supports max. 1TB Micro SD card; built-in dual Mic and speaker, supports two-way talk. 
ePoE.
IP67 and IK10 protection.",1.0.01.04.44343
others,others,IP Camera for Industries,DH-IPC-MFW5241T2-E3-ASE,DH-IPC-MFW5241T2P-E3-ASE-0360/1200/2500B-Black,"3 ¡Á 2MP 1/2.8"" CMOS image sensor, low luminance, and high definition image.
Outputs max. 2 MP (1920 ¡Á 1080)@25 fps through channel1-3.  
H.265 codec, high compression rate, ultra-low bit rate.
Built-in 8 IR LEDs£¬ and the max. illumination distance is up to 120 m.  
Powered by Large-Scale AI Models-Vision, the camera detects people and vehicles up to 140 meters away in the daytime.
WDR, 3D NR, HLC, BLC, digital watermarking, applicable to various monitoring scenes.
With deep learning algorithm, it supports Perimeter Protection, including Intrusion and tripwire (the two functions support the classification and accurate detection of vehicle and human).
Abnormality detection: Motion detection, video tampering, scene changing, audio detection, no SD card, SD card full, SD card error, network disconnection, IP conflict, illegal access, and voltage detection.
Alarm: 2 in, 2 out; audio: 1 in, 1 out; supports max. 1TB Micro SD card; built-in dual Mic and speaker, supports two-way talk. 
ePoE.
IP67 and IK10 protection.",1.0.01.04.44343-9002
others,others,IP Camera for Industries,DH-IPC-HFW5442HP-Z4E,DH-IPC-HFW5442HP-ZE-0832,"4MP, 1/1.8¡± CMOS image sensor, low illuminance, high image definition   
Outputs max. 4MP (2688 ¡Á 1520) @30 fps
H.265 codec, high compression rate, ultra-low bit rate
Max. IR distance: 120 m 
ROI, SMART H.264+/H.265+£¬AI H.264/H.265, flexible coding, applicable to various bandwidth and storage environments.
Rotation mode, WDR, 3D DNR, HLC, BLC, digital watermarking, applicable to various monitoring scenes     
Intelligent detection: Tripwire, intrusion, fast moving (the three functions support the classification and accurate detection of vehicle and human), abandoned object, missing object, loitering detection, people gathering, parking detection, heat map, face detection, face attributes and people counting
Alarm: 3 in, 2 out; audio: 1 in, 1 out; supports max. 256 G Micro SD card
12V DC/PoE power supply
ePoE, transmission over long distance, easy for installations of various scenes
IP67, IK10 protection£¬SMD 3.0
Supports Junction box mount",1.0.01.04.33664
others,others,IP Camera for Industries,DH-IPC-HFW5442HP-ZE,DH-IPC-HFW5442HP-ZE-2712,"4MP, 1/1.8¡± CMOS image sensor, low illuminance, high image definition   
Outputs max. 4MP (2688 ¡Á 1520) @30 fps
H.265 codec, high compression rate, ultra-low bit rate
Max. IR distance: 60 m 
ROI, SMART H.264+/H.265+£¬AI H.264/H.265, flexible coding, applicable to various bandwidth and storage environments.
Rotation mode, WDR, 3D DNR, HLC, BLC, digital watermarking, applicable to various monitoring scenes     
Intelligent detection: Tripwire, intrusion, fast moving (the three functions support the classification and accurate detection of vehicle and human), abandoned object, missing object, loitering detection, people gathering, parking detection, heat map, face detection, face attributes and people counting
Alarm: 3 in, 2 out; audio: 1 in, 1 out; supports max. 256 G Micro SD card
12V DC/PoE power supply
ePoE, transmission over long distance, easy for installations of various scenes
IP67, IK10 protection£¬SMD 3.0
Supports Junction box mount",1.0.01.04.33662
others,others,IP Camera for Industries,DH-IPC-HDW5442TMP-AS-LED,DH-IPC-HDW5442TMP-AS-LED-0280B,"1/1.8"" 4Megapixel progressive scan CMOS. 
ROI,  SMART H.264+/H.265+, AI H.264/H.265,  flexible coding,  applicable to various bandwidth and storage environments. 
25/30 fps@2688 ¡Á 1520,  50/60 fps@1080P (1920 ¡Á 1080). 
WDR (140 dB),  Day/Night (Electronic),  3D DNR,  AWB,  AGC,  BLC. 
Multiple network monitoring: Web viewer,  CMS (DSS/PSS) & DMSS. 
2.8 mm fixed lens.  
Built-in MIC. 
Max. LEDs Length 10 m
Micro SD memory,  IP67. 
SMD 3.0.",1.0.01.04.30062-9001
others,others,IP Camera for Industries,DH-IPC-HDBW5449R-ASE-LED,DH-IPC-HDBW5449RP-ASE-LED-0360B,"4 MP 1/1.8"" CMOS image sensor, low luminance, and high definition image.
Outputs max. 4 MP (2688¡Á1520)@30 fps.
H.265 codec, high compression rate, ultra-low bit rate.
Built-in warm illuminator, and the max. illumination distance is 30m.
ROI, SMART H.264 +/H.265+, AI H.264/H.265, flexible coding, applicable to various bandwidth and storage environments.
Rotation mode, WDR, 3D NR, HLC, BLC, digital watermarking, applicable to various monitoring scenes.
Intelligent monitoring: Intrusion, tripwire, fast moving (the three functions support the classification and accurate detection of vehicle and human); abandoned object, missing object, loitering detection, people gathering, parking detection, heat map and  face detection.
Abnormality detection: Motion detection, privacy masking, scene changing, audio detection, no SD card, SD card full, SD card error, network disconnection, IP conflict, illegal access, and voltage detection.
Alarm: 1 in, 1 out; audio: 1 in, 1 out; supports max. 256 G Micro SD card,Built-in Mic.
12 VDC/PoE power supply.
Supports ePoE, IP67, and IK10.
Supports SMD 3.0",1.0.01.04.36718
others,others,IP Camera for Industries,DH-IPC-HDBW5449R-ASE-LED,DH-IPC-HDBW5449RP-ASE-LED-0360B,"4 MP 1/1.8"" CMOS image sensor, low luminance, and high definition image.
Outputs max. 4 MP (2688¡Á1520)@30 fps.
H.265 codec, high compression rate, ultra-low bit rate.
Built-in warm illuminator, and the max. illumination distance is 30m.
ROI, SMART H.264 +/H.265+, AI H.264/H.265, flexible coding, applicable to various bandwidth and storage environments.
Rotation mode, WDR, 3D NR, HLC, BLC, digital watermarking, applicable to various monitoring scenes.
Intelligent monitoring: Intrusion, tripwire, fast moving (the three functions support the classification and accurate detection of vehicle and human); abandoned object, missing object, loitering detection, people gathering, parking detection, heat map and  face detection.
Abnormality detection: Motion detection, privacy masking, scene changing, audio detection, no SD card, SD card full, SD card error, network disconnection, IP conflict, illegal access, and voltage detection.
Alarm: 1 in, 1 out; audio: 1 in, 1 out; supports max. 256 G Micro SD card,Built-in Mic.
12 VDC/PoE power supply.
Supports ePoE, IP67, and IK10.
Supports SMD 3.0",1.0.01.04.36718-0005
others,others,IP Camera for Industries,DH-IPC-HDBW5449R1-ZE-LED,DH-IPC-HDBW5449R1P-ZE-LED-2712,"4 MP 1/1.8"" CMOS image sensor, low luminance, and high definition image.
Outputs max. 4 MP (2688¡Á1520)@30 fps.
H.265 codec, high compression rate, ultra-low bit rate.
Built-in warm illuminator, and the max. illumination distance is 60m.
ROI, SMART H.264 +/H.265+, AI H.264/H.265, flexible coding, applicable to various bandwidth and storage environments.
Rotation mode, WDR, 3D NR, HLC, BLC, digital watermarking, applicable to various monitoring scenes.
Intelligent monitoring: Intrusion, tripwire, fast moving (the three functions support the classification and accurate detection of vehicle and human); abandoned object, missing object, loitering detection, people gathering, parking detection, heat map and  face detection.
Abnormality detection: Motion detection, privacy masking, scene changing, audio detection, no SD card, SD card full, SD card error, network disconnection, IP conflict, illegal access, and voltage detection.
Alarm: 1 in, 1 out; audio: 1 in, 1 out; supports max. 256 G Micro SD card,Built-in Mic and speaker.
12 VDC/PoE power supply.
Supports ePoE, IP67, and IK10.
Supports SMD 3.0",1.0.01.04.36312-0016
others,others,IP Camera for Industries,DH-IPC-HFW5449T-ASE-LED,DH-IPC-HFW5449TP-ASE-LED-0280B,"4 MP 1/1.8"" CMOS image sensor, low luminance, and high definition image.
Outputs max. 4 MP (2688¡Á1520)@30 fps.
H.265 codec, high compression rate, ultra-low bit rate.
Built-in warm illuminator, and the max. illumination distance is 60m.
ROI, SMART H.264 +/H.265+, AI H.264/H.265, flexible coding, applicable to various bandwidth and storage environments.
Rotation mode, WDR, 3D NR, HLC, BLC, digital watermarking, applicable to various monitoring scenes.
Intelligent monitoring: Intrusion, tripwire, fast moving (the three functions support the classification and accurate detection of vehicle and human); abandoned object, missing object, loitering detection, people gathering, parking detection, heat map and  face detection.
Abnormality detection: Motion detection, privacy masking, scene changing, audio detection, no SD card, SD card full, SD card error, network disconnection, IP conflict, illegal access, and voltage detection.
Alarm: 1 in, 1 out; audio: 1 in, 1 out; supports max. 256 G Micro SD card,Built-in Mic.
12 VDC/PoE power supply.
Supports ePoE, IP67.
Supports SMD 3.0",1.0.01.04.36285-0015
others,others,IP Camera for Industries,DH-IPC-HDW5449TM-SE-LED,DH-IPC-HDW5449TMP-SE-LED-0360B,"4 MP 1/1.8"" CMOS image sensor, low luminance, and high definition image.
Outputs max. 4 MP (2688 ¡Á 1520)@30 fps.
H.265 codec, high compression rate, ultra-low bit rate.
Built-in warm illuminator, and the max. illumination distance is 30m.
ROI, SMART H.264 +/H.265+, AI H.264/H.265, flexible coding, applicable to various bandwidth and storage environments.
Rotation mode, WDR, 3D NR, HLC, BLC, digital watermarking, applicable to various monitoring scenes.
Intelligent monitoring: Intrusion, tripwire, fast moving (the three functions support the classification and accurate detection of vehicle and human); abandoned object, missing object, loitering detection, people gathering, parking detection, heat map and  face detection.
Abnormality detection: Motion detection, privacy masking, scene changing, audio detection, no SD card, SD card full, SD card error, network disconnection, IP conflict, illegal access, and voltage detection.
Supports max. 256 G Micro SD card.
12 VDC/PoE power supply.
Supports ePoE, and IP67.
Supports SMD 3.0",1.0.01.04.36292-0007
others,others,IP Camera for Industries,DH-IPC-HFW5449T-ASE-LED,DH-IPC-HFW5449TP-ASE-LED-0600B,"4 MP 1/1.8"" CMOS image sensor, low luminance, and high definition image.
Outputs max. 4 MP (2688¡Á1520)@30 fps.
H.265 codec, high compression rate, ultra-low bit rate.
Built-in warm illuminator, and the max. illumination distance is 60m.
ROI, SMART H.264 +/H.265+, AI H.264/H.265, flexible coding, applicable to various bandwidth and storage environments.
Rotation mode, WDR, 3D NR, HLC, BLC, digital watermarking, applicable to various monitoring scenes.
Intelligent monitoring: Intrusion, tripwire, fast moving (the three functions support the classification and accurate detection of vehicle and human); abandoned object, missing object, loitering detection, people gathering, parking detection, heat map and  face detection.
Abnormality detection: Motion detection, privacy masking, scene changing, audio detection, no SD card, SD card full, SD card error, network disconnection, IP conflict, illegal access, and voltage detection.
Alarm: 1 in, 1 out; audio: 1 in, 1 out; supports max. 256 G Micro SD card,Built-in Mic.
12 VDC/PoE power supply.
Supports ePoE, IP67.
Supports SMD 3.0",1.0.01.04.36287-0003
others,others,IP Camera for Industries,DH-IPC-HDW5541HP-AS-PV,DH-IPC-HDW5541HP-AS-PV-0280B,"5-MP 1/2.7"" CMOS image sensor, low luminance, and high definition image.
Outputs max. 5 MP (2592 ¡Á 1944)@30 fps.
H.265 codec, high compression rate, ultra-low bit rate.
Built-in IR LED, and the max. illumination distance is 30 m.
ROI, SMART H.264 +/H.265+, AI H.264/H.265, flexible coding, applicable to various bandwidth and storage environments.
Rotation mode, WDR, 3D NR, HLC, BLC, digital watermarking, applicable to various monitoring scenes.
Intelligent monitoring: Intrusion, tripwire, fast moving (the three functions support the classification and accurate detection of vehicle and human); abandoned object, missing object, loitering detection, people gathering, parking detection and heat map.
Abnormality detection: Motion detection, video tampering, scene changing, audio detection, no SD card, SD card full, SD card error, network disconnection, IP conflict, illegal access, and voltage detection.
Sound and light alarm linkage. When the alarm is triggered, the sound and light will be linked.
Alarm: 1 in, 1 out; audio: 1 in, 1 out; supports max. 256 G Micro SD card; built in MIC and speaker.
12 VDC/PoE power supply, easy for installation.
IP67 protection.
SMD 3.0.",1.0.01.04.29891
others,others,IP Camera for Industries,DH-IPC-HDW5831RP-ZE,DH-IPC-HDW5831RP-ZE-2712,"1/2.5¡± 8Megapixel progressive scan CMOS
H.265&H.264 dual-stream encoding
15fps@4K(3840¡Á2160),25/30fps@3M(2304¡Á1296)
Day/Night(ICR), 3DNR, AWB, AGC, BLC
Multiple network monitoring: Web viewer, CMS(DSS/PSS) & DMSS
2.7mm ~12mm motorized lens
Built-in Mic 
Max. IR LEDs Length 50m
Micro SD card memory, IP67, PoE",1.0.01.04.23741-0001
others,others,IP Camera for Industries,DH-IPC-HDBW5831EP-ZE,DH-IPC-HDBW5831EP-ZE-2712,"1/2.5¡± 8Megapixel progressive scan STARVIS? CMOS
H.265&H.264 dual-stream encoding
15fps@4K(3840¡Á2160),25/30fps@3M(2304¡Á1296)
Day/Night(ICR), 3DNR, AWB, AGC, BLC
Multiple network monitoring: Web viewer, CMS(DSS/PSS) & DMSS
2.7mm ~12mm motorized lens
Max. IR LEDs Length 50m
Micro SD card memory, IP67,IK10, PoE+",1.0.01.04.23700-0001
others,others,IP Camera for Industries,DH-IPC-HFW5842E-ZE-S2,DH-IPC-HFW5842EP-ZE-2712-S2,"8 MP 1/1.8"" CMOS image sensor, low luminance, and high definition image.
Outputs max. 8 MP (3840 ¡Á 2160)@30 fps.
H.265 codec, high compression rate, ultra-low bit rate.
Built-in IR LED, and the max. illumination distance is 60 m.
ROI, SMART H.264+/H.265+, AI H.264/H.265, flexible coding, applicable to various bandwidth and storage environments.
Rotation mode, WDR, 3D NR, HLC, BLC, digital watermarking, applicable to various monitoring scenes.
Intelligent monitoring: Intrusion, tripwire, fast moving (the three functions support the classification and accurate detection of vehicle and human); abandoned object, missing object, loitering detection, people gathering, parking detection, heat map and  face detection.
Abnormality detection: Motion detection, privacy masking, scene changing, audio detection, no SD card, SD card full, SD card error, network disconnection, IP conflict, illegal access, and voltage detection.
Alarm: 2 in, 1 out; audio: 1 in, 1 out; supports max. 256 G Micro SD card.
12 VDC/PoE power supply.
ePoE, IP67, and IK10.
SMD 3.0.",1.0.01.04.36357
others,others,IP Camera for Industries,DH-IPC-HFW5842H-Z4HE-S2,DH-IPC-HFW5842HP-ZHE-0832-DC12AC24V-S2,"8-MP 1/1.8"" CMOS image sensor, low luminance, and high definition image.
Outputs max. 8 MP (3840 ¡Á 2160)@30 fps.
H.265 codec, high compression rate, ultra-low bit rate.
Max. illumination distance is 120 m.
ROI, SMART H.264 +/H.265+, AI H.264/H.265, flexible coding, applicable to various bandwidth and storage environments.
Rotation mode, WDR, 3D NR, HLC, BLC, digital watermarking, applicable to various monitoring scenes.
Intelligent monitoring: Intrusion, tripwire, fast moving (the three functions support the classification and accurate detection of vehicle and human); abandoned object, missing object, loitering detection, people gathering, parking detection, heat map and  face detection.
Abnormality detection: Motion detection, privacy masking, scene changing, audio detection, no SD card, SD card full, SD card error, network disconnection, IP conflict and illegal access.
Alarm: 3 in, 2 out; audio: 1 in, 1 out; RS-485; BNC; power output; supports max. 256 G Micro SD card.
24 VAC/12 VDC/PoE power supply, easy for installation.
ePoE, IP67, IK10 protection.
SMD 3.0.",1.0.01.04.37032
others,others,IP Camera for Industries,DH-IPC-HFW5849T1-ASE-LED,DH-IPC-HFW5849T1P-ASE-LED-0280B,"8 MP 1/1.2"" CMOS image sensor, low luminance, and high definition image.
Outputs max. 8 MP (3840 ¡Á 2160)@30 fps.
H.265 codec, high compression rate, ultra-low bit rate.
Built-in warm illuminator, and the max. illumination distance is 50 m.
ROI, SMART H.264 +/H.265+, AI H.264/H.265, flexible coding, applicable to various bandwidth and storage environments.
Rotation mode, WDR, 3D NR, HLC, BLC, digital watermarking, applicable to various monitoring scenes.
Intelligent monitoring: Intrusion, tripwire, fast moving (the three functions support the classification and accurate detection of vehicle and human); abandoned object, missing object, loitering detection, people gathering, parking detection, heat map and  face detection.
Abnormality detection: Motion detection, privacy masking, scene changing, audio detection, no SD card, SD card full, SD card error, network disconnection, IP conflict, illegal access, and voltage detection.
Alarm: 1 in, 1 out; audio: 1 in, 1 out; supports max. 256 G Micro SD card,built-in Mic and speaker.
12 VDC/PoE power supply.
Supports ePoE, IP67.
Supports SMD 3.0",1.0.01.04.36942-0010
